shoe,x,y,type,orientation,grade
72,-0.116218,-0.311674,2,73.520494,3.961787
72,-0.162255,-0.249159,2,-46.275256,4.126439
72,-0.048132,0.300173,2,62.122241,2.949258
72,-0.032656,0.29446,2,17.766528,2.878463
72,-0.028631,0.244449,2,-34.741947,3.01842
72,-0.027226,0.238741,2,-55.398583,5.690347
72,0.034957,0.175948,2,-15.487958,2.82318
72,0.010133,0.164559,6,4.306554,274.898465
73,-0.000016,0.434086,1,-41.957365,31.809243
73,-0.161748,0.207229,2,-22.646045,10.178673
73,-0.173183,0.19339,2,-45.85686,5.690902
73,-0.182644,0.199035,1,-52.605001,49.718968
73,-0.196463,0.197121,1,81.06387,24.480556
73,-0.168691,0.252311,1,-60.959441,62.66841
73,-0.143814,0.264605,2,63.713491,2.078954
73,-0.050714,0.133406,2,-15.612185,2.408323
73,-0.054253,0.144102,1,-31.698143,16.316853
73,-0.088437,0.125749,1,-38.471456,11.654874
73,-0.100749,0.147036,1,-68.326695,8.644971
73,-0.131077,0.151521,2,7.079247,4.499111
73,-0.145277,0.163467,2,-37.910607,1.473485
73,-0.15922,0.147062,2,-21.374016,3.208498
73,-0.122767,0.08484,2,-10.800303,8.644691
73,-0.151775,0.022539,2,19.259231,2.54449
73,-0.091059,0.01556,1,-3.944405,25.299375
73,-0.066599,-0.067117,1,-70.469937,16.607376
73,-0.092679,-0.290017,2,75.483742,3.983641
73,-0.115511,-0.277575,2,43.258998,11.161491
73,0.050727,-0.491409,2,-41.992425,2.303363
73,0.073685,0.349667,2,-53.10003,17.179741
73,0.121892,-0.257045,2,-78.959949,9.098112
73,0.083495,-0.221217,1,-19.363887,65.713278
73,0.044301,-0.267007,2,-23.13671,1.970713
73,0.045687,-0.280697,1,59.300715,28.563584
73,0.032511,-0.243909,2,-46.890749,8.674758
73,0.0714,-0.229352,2,40.302809,19.516267
73,0.066167,-0.242534,1,-42.037417,18.885278
73,0.064505,-0.253781,2,-64.030485,6.473888
73,0.111617,-0.312429,2,0.278834,11.750857
73,0.057271,-0.409489,2,57.238957,5.892022
73,0.063866,0.303276,1,-79.446467,35.6873
73,0.136484,0.106386,1,-2.885066,18.334706
73,0.102556,0.040578,2,20.478552,2.521361
73,0.104795,0.047138,2,7.579139,6.152762
73,0.148475,0.23535,1,-84.369112,34.716291
73,0.109601,0.156086,2,70.828796,2.644345
73,-0.041727,0.251826,2,-73.822498,6.108505
73,-0.078549,0.156193,2,-25.159158,1.966362
73,-0.002393,0.017508,2,-22.426163,2.514796
73,-0.035102,0.057848,1,-3.471261,19.85224
73,-0.024419,0.054489,2,-61.231098,3.691582
73,0.059509,0.434511,2,-58.929924,11.175635
73,0.003631,-0.058411,6,-2.256517,4.974693
73,0.056407,-0.024089,6,16.100291,2.25409
73,0.042985,0.071967,6,18.137899,9.345788
73,0.047351,0.061293,4,80.420476,3.500326
73,-0.107999,-0.426555,2,54.592001,1.936392
73,-0.1089,-0.309473,1,-84.662526,23.390155
73,-0.130074,-0.295983,2,4.212923,5.000525
73,-0.107539,-0.22572,1,-18.750948,13.539048
73,0.093225,-0.299305,2,-73.928604,2.925622
73,0.087101,-0.314441,1,-11.834553,174.262331
73,-0.084838,0.269076,1,-64.835374,138.415511
73,0.052272,-0.320302,2,-27.249867,3.676423
73,-0.131474,-0.035195,2,57.927859,1.65139
73,0.006843,-0.000168,6,-21.396795,112.150585
73,-0.098007,0.235338,2,39.904215,12.375076
73,-0.196296,0.172198,2,-10.029981,4.627237
74,0.045871,0.248379,2,-87.591181,3.58972
74,-0.151371,-0.038318,2,-34.838769,8.610132
74,-0.169399,0.066016,2,10.784386,5.757773
74,-0.08631,0.087752,1,-15.457132,11.700279
74,-0.028018,0.153075,2,-9.20129,4.71814
74,0.045857,0.248035,2,-84.678941,3.220293
74,0.134448,0.257271,3,-45.77361,8.127088
74,0.12341,0.308187,3,-13.233012,56.878206
74,-0.05306,0.357294,2,-46.513561,2.761808
74,-0.042053,0.369967,2,26.832903,6.684614
74,-0.020223,-0.415216,2,32.713188,2.00775
74,0.007072,0.384221,2,-30.924756,8.8124
74,-0.081961,-0.284477,2,51.312503,1.795814
74,-0.140398,-0.254368,2,77.088538,6.467873
74,-0.108415,-0.223616,2,-35.249238,7.373379
74,-0.123519,-0.185134,2,-81.009964,2.846164
74,-0.123073,-0.188444,2,25.915672,14.590424
74,-0.130492,-0.134149,2,-89.126419,2.401146
75,-0.038691,0.269655,2,-27.188872,3.823834
75,-0.014169,0.354369,1,-32.030083,7.810207
75,0.054802,0.123193,2,-19.723084,2.926397
75,0.045144,0.105744,2,44.319293,4.322172
75,-0.096666,0.059491,2,-40.078992,4.370062
75,-0.071935,0.036099,2,52.514351,2.77566
75,-0.014143,0.123153,2,29.344323,4.282269
75,-0.014832,0.132539,1,63.086392,6.428399
75,0.044631,0.242776,6,-73.776407,67.818084
75,0.072971,0.175952,2,76.202634,2.914309
75,-0.050555,-0.041158,6,82.007083,11.503746
75,0.006475,0.316433,2,86.156063,4.685339
75,-0.024627,-0.019438,2,10.641379,1.85093
75,-0.011263,-0.050491,2,-63.261324,1.679208
75,-0.058173,0.055449,2,-89.173278,8.144096
75,-0.09024,0.054784,2,68.524143,5.609367
75,-0.039714,0.019822,4,68.860377,2.816928
75,0.018485,0.429611,2,75.571988,14.720759
75,-0.040978,0.239028,2,-42.309601,3.288625
75,-0.041422,0.31643,2,35.782677,3.657719
75,-0.00334,0.313643,2,-43.171091,5.00098
75,-0.114048,0.15929,2,85.055272,7.962398
75,0.044225,0.434626,1,10.364222,10.595869
75,-0.109165,0.146437,2,-30.016379,3.216001
75,-0.116881,0.06782,2,83.802176,1.821708
75,-0.096211,0.09864,1,-77.337899,25.120052
75,-0.113479,0.098056,2,60.89059,3.687053
75,-0.110267,0.072253,2,-52.748572,2.743111
75,-0.085878,0.084922,4,6.029559,1.324081
75,-0.075831,0.076134,2,73.934333,1.192837
75,-0.071894,0.051792,2,15.756282,3.103429
75,-0.069245,0.028151,2,39.666096,3.987755
75,0.057435,0.16518,2,-82.023892,1.568409
75,0.012632,0.250421,2,-21.835966,6.885518
75,0.019874,0.085703,2,-10.353723,1.322449
75,0.091949,0.369143,2,-13.830913,2.543761
75,0.096497,-0.216223,2,-81.626817,2.803285
75,0.096951,-0.248088,1,-74.852265,6.46552
75,0.003048,-0.286642,2,-53.350411,5.542272
75,0.016101,-0.317061,2,-65.333316,5.103873
75,0.007592,0.281343,2,-1.752919,3.537456
75,0.005144,0.284347,2,7.805888,2.703543
75,-0.006014,0.220021,2,-12.257385,5.726144
75,0.013967,0.304535,2,-41.368467,4.186451
75,0.00649,0.316438,2,86.317537,4.681667
76,-0.146735,0.252186,2,-82.486976,5.732523
76,-0.141049,0.264776,2,-41.590896,3.128778
76,-0.126112,0.270694,6,3.711511,388.391871
76,-0.08237,-0.391791,4,-71.716034,28.094418
76,-0.069512,-0.417034,6,-53.59852,26.587517
76,0.106201,0.262691,2,79.458279,2.35823
76,-0.091653,-0.00763,2,-67.441474,4.689972
77,-0.034958,-0.490125,1,57.72368,24.550383
77,-0.064379,-0.265051,6,82.838946,45.024459
77,-0.073598,-0.199666,1,-4.691774,4.779562
77,-0.0651,-0.164046,2,-48.430457,8.152584
77,-0.065782,0.008535,1,0.080795,6.71777
77,-0.06559,0.011325,3,17.090457,158.633249
77,-0.079826,-0.00381,2,43.150866,1.653688
77,-0.086227,-0.005439,2,-82.777943,4.285346
77,-0.099309,0.095658,2,-61.269963,16.700522
77,-0.08671,0.199598,2,-42.597109,11.04136
77,-0.063811,0.222846,1,-8.728698,7.708938
77,-0.051991,-0.400378,2,45.424399,4.463269
77,-0.057523,0.245539,1,59.559345,4.364799
77,-0.090933,0.214068,1,77.853901,4.238847
77,-0.106975,0.217743,2,52.193942,18.712268
77,-0.061029,0.296071,6,-44.142288,29.379491
77,-0.101842,0.276187,2,13.93574,5.043474
77,-0.098144,0.306975,2,-48.68148,19.220753
77,-0.093311,0.311544,4,-14.738677,5.811527
77,-0.060924,0.337894,1,-43.50935,143.142093
77,-0.046055,0.361976,2,-70.252296,4.303071
77,-0.08677,0.293856,2,-45.440487,1.84827
77,-0.038262,-0.38594,2,-65.037413,10.401435
77,-0.031774,0.440114,2,41.641577,2.663206
77,-0.05386,0.452144,1,-77.781344,23.680553
77,-0.045092,0.456462,1,-81.885136,42.035698
77,-0.06388,0.448279,2,-35.288907,16.111738
77,-0.113204,0.351452,1,-44.661491,14.187265
77,-0.025618,-0.410524,1,-54.756122,24.836079
77,-0.024926,-0.414241,2,-28.083623,3.026568
77,-0.038601,-0.386678,2,-66.197221,5.947662
77,-0.009723,-0.358365,2,-65.170237,6.066154
77,-0.033341,-0.332848,2,49.929504,2.679746
77,-0.048877,-0.361529,2,16.443361,3.163183
77,-0.042114,-0.310099,2,-61.304659,1.232801
77,-0.027226,-0.284341,1,-89.765344,36.682121
77,-0.034248,-0.298442,2,23.524176,5.02293
77,-0.03347,-0.282476,1,-17.389636,13.600515
77,-0.052896,-0.25542,2,23.182924,6.577475
77,-0.041261,-0.231649,1,85.587353,25.738231
77,-0.029587,-0.2188,1,32.724649,32.491276
77,-0.061613,-0.19627,1,68.609974,16.783138
77,-0.056632,0.039947,1,22.942618,9.125297
77,-0.036484,0.147236,2,-26.306507,6.61124
77,-0.040589,-0.370795,6,-71.778908,1148.557183
77,-0.04755,0.145807,2,78.690693,5.824324
77,-0.023646,0.310802,2,45.538072,11.969013
77,0.005087,0.411362,2,23.976086,2.066452
77,0.045481,0.353605,6,26.703471,1.27179
77,0.012425,0.391851,2,64.487127,1.31799
77,0.01562,0.296127,4,52.60994,31.927452
77,-0.002909,-0.40389,2,70.591452,2.077844
77,0.003449,-0.374311,2,-43.956162,3.054703
77,0.033471,-0.381092,2,72.0745,7.281098
77,0.037433,-0.380334,2,44.818833,4.178905
77,-0.053383,-0.345692,2,-63.587823,6.014283
77,0.004173,-0.328561,2,35.507044,2.050709
77,-0.014526,-0.315291,1,-89.817905,47.593077
77,-0.002897,-0.318431,1,78.419114,39.176574
77,0.027217,-0.31867,2,7.940501,8.855983
77,0.034814,-0.332523,1,-71.50862,9.000051
77,0.064035,-0.352233,2,25.171747,1.96601
77,0.085459,-0.35322,6,30.446571,66.460669
77,0.056178,-0.322537,6,10.036454,20.546036
77,0.043659,-0.302041,2,-4.422968,5.156944
77,0.009267,-0.267659,2,89.828356,5.198532
77,-0.054907,-0.306607,2,15.550576,5.169245
77,0.023878,-0.260414,2,59.024666,1.690232
77,-0.004044,-0.239309,2,86.493428,1.807063
77,-0.017197,-0.244636,1,43.810049,9.311079
77,-0.005301,-0.255561,1,89.19906,14.456729
77,-0.009058,-0.27447,2,-71.947138,5.262855
77,-0.003071,-0.27995,1,-45.491787,1.932817
77,-0.010637,-0.221907,2,48.067983,6.169495
77,-0.065484,-0.321845,1,7.228525,7.100517
77,-0.079931,-0.319961,1,9.161645,12.726262
77,-0.047293,-0.293949,1,50.686764,4.627728
77,-0.081575,-0.219638,1,48.835145,15.14312
77,-0.069861,-0.221127,1,64.494745,21.679219
77,-0.111092,-0.013309,1,-8.632626,10.717534
77,-0.126179,0.024305,1,-23.433086,18.370372
77,-0.12529,0.040499,2,73.368055,7.477892
77,-0.112,0.082634,2,-36.255551,5.406287
77,-0.190442,0.154559,2,-3.190311,4.797856
77,-0.156624,0.188664,1,-19.688891,15.785249
77,-0.049986,-0.290509,2,-5.502925,2.523138
77,0.088442,0.209978,2,21.275621,2.759553
78,-0.069177,-0.388907,2,31.83862,3.96731
78,-0.029347,0.477812,2,-70.194703,1.230593
78,-0.076776,0.424505,2,-49.906189,13.77455
78,-0.066013,0.452082,2,-6.395335,4.608307
78,-0.126472,0.383879,1,25.246238,9.243429
78,-0.119158,0.3964,1,5.308516,48.623245
78,-0.118986,0.341437,2,-9.983532,1.778262
78,-0.138866,0.314459,2,11.538311,7.560134
78,-0.140151,0.27536,2,-60.586809,6.615979
78,-0.108048,0.274035,1,-69.265271,19.61884
78,-0.16969,0.281652,2,-46.998676,6.89646
78,-0.079411,-0.401993,2,-9.033426,7.886257
78,-0.204143,0.200104,2,-23.189755,3.355335
78,-0.181253,0.205743,2,-21.669434,14.409705
78,-0.169425,0.162535,2,-48.916548,2.517739
78,-0.061662,0.218069,2,3.693795,5.219414
78,-0.188511,0.16191,2,40.072122,1.321276
78,-0.120077,0.148066,1,-48.829227,10.974561
78,-0.087534,0.147142,2,-60.340162,10.63696
78,-0.075343,0.17073,1,30.100253,16.395821
78,-0.188351,0.088848,1,21.712957,10.671045
78,-0.204649,0.098994,2,45.96268,3.478119
78,-0.075007,-0.414862,2,-13.467827,9.73554
78,-0.111464,0.099834,2,88.348391,8.713108
78,-0.130658,0.086206,1,-22.310504,13.086097
78,-0.188486,0.03,1,-84.262249,67.014438
78,-0.186552,0.04034,1,61.640963,27.867048
78,-0.140306,0.046095,2,38.375145,5.434485
78,-0.135583,0.045027,2,37.775403,3.801333
78,-0.014882,0.357191,2,44.130996,2.304646
78,-0.009535,0.290223,4,33.64245,1.842442
78,-0.008499,0.268384,2,57.136633,2.405648
78,-0.002405,0.43337,2,56.026985,6.348636
78,-0.100164,-0.456881,2,-16.53372,5.476684
78,0.00061,0.443009,1,-57.605447,15.51173
78,0.071224,0.395232,2,25.306803,10.224352
78,0.085289,0.381779,1,19.081695,23.598121
78,0.007205,0.391084,2,22.406787,11.048847
78,0.018893,0.385339,1,-6.705782,66.177668
78,0.030835,0.376347,2,-61.189615,2.910754
78,0.009226,0.339776,1,24.607626,15.093082
78,0.038249,0.271117,4,7.485116,6.480306
78,0.014061,0.285717,2,-14.701428,2.485986
78,0.029114,0.264603,2,34.106642,6.879472
78,-0.095065,-0.467466,2,-54.397834,3.293206
78,0.130924,0.220521,1,-52.393795,26.879311
78,0.125249,0.209978,1,-27.034677,19.508531
78,0.144533,0.203731,2,-75.146291,6.268539
78,0.06534,0.212062,2,79.243461,11.532501
78,0.071751,0.187822,1,27.965788,7.722604
78,0.063672,0.16762,1,21.500089,63.537775
78,0.075706,0.159125,1,-33.099474,20.025584
78,0.066188,0.150013,1,61.919232,13.51243
78,0.126489,0.141136,2,-61.921497,10.303697
78,0.167978,0.15224,2,-7.735326,2.996983
78,0.123303,-0.462135,2,62.67619,4.76163
78,0.142797,0.074423,2,4.207588,19.236771
78,0.020441,0.108733,1,63.990321,7.980753
78,-0.002859,0.089867,1,-4.519833,33.441108
78,0.111906,0.047217,2,-14.682111,7.069665
78,-0.102003,-0.319204,4,-8.952393,5.948975
78,-0.142458,-0.277999,2,-73.034417,37.170973
78,-0.092833,-0.211954,4,49.941978,3.286405
78,-0.033727,-0.240211,2,-58.532166,55.987874
78,-0.031771,-0.285911,1,27.603364,30.613717
78,-0.099441,-0.308406,2,-19.293862,29.200583
78,0.109226,-0.475389,2,89.520245,2.764444
78,-0.106434,-0.298875,2,-45.061615,21.862785
78,-0.121197,-0.243229,4,11.01614,6.19804
78,-0.068188,-0.225348,4,54.008463,10.652777
78,-0.092928,-0.296394,1,-87.441957,7.109806
78,-0.114558,-0.267015,2,-66.24174,1.438474
78,-0.107001,-0.252323,2,39.870187,3.484369
78,-0.053782,-0.263205,1,-49.58555,10.721522
78,-0.063608,-0.262752,2,-8.426642,1.780032
78,-0.070258,-0.252422,4,68.858709,10.36889
78,-0.098852,-0.261882,2,89.738689,17.792905
78,-0.092454,-0.281939,4,88.703434,25.106745
78,-0.07878,-0.261294,2,-40.242601,4.829774
78,0.145422,-0.26998,4,76.377657,1.75637
78,0.131147,-0.269517,4,-6.744094,2.927746
78,0.137175,-0.291668,2,87.165269,2.300098
78,0.122393,-0.290311,1,58.580145,38.315509
78,0.141773,-0.253603,2,-69.3881,32.599988
78,0.043463,-0.233535,2,55.498275,5.606254
78,0.124044,-0.236475,2,-46.976924,9.961593
78,0.09678,-0.235124,1,-65.923861,8.881574
78,0.115108,-0.426491,2,-77.269383,2.416083
78,0.10484,-0.222372,1,-21.887395,64.499313
78,0.056621,-0.234491,1,11.008998,14.418047
78,0.049928,-0.282078,2,42.194002,10.31173
78,0.089863,-0.269531,2,26.464788,5.6585
78,0.072571,-0.272624,2,13.014397,4.167151
78,0.076189,-0.252094,2,41.585434,7.260139
78,0.080256,-0.281368,4,36.296643,39.083131
78,0.067629,-0.286493,2,-70.836175,2.084312
78,0.115791,-0.280471,2,87.874033,7.325817
79,-0.001695,-0.428327,2,-16.731207,2.031225
79,-0.018387,-0.313549,2,72.594866,2.463027
79,-0.021932,-0.389125,2,52.037137,1.25877
79,0.065784,-0.358235,2,50.765462,7.152032
80,0.050454,0.327579,2,81.043571,4.694528
80,-0.096925,0.178305,2,-48.99404,1.976602
80,-0.094945,0.170982,1,-77.296807,30.720512
80,-0.114757,-0.241439,2,-11.302719,10.565407
80,-0.112587,-0.260774,1,28.070761,12.353569
80,-0.083569,-0.24982,2,-6.778575,2.121235
80,-0.066893,-0.277391,2,-72.706803,2.111891
80,-0.062731,-0.26731,1,-43.851387,56.229757
80,0.043218,-0.474529,2,-36.878205,4.977009
80,0.061842,-0.44551,1,-68.067217,22.744338
80,0.047932,0.422313,2,-64.887206,12.3963
80,0.014947,0.270712,2,-86.519923,12.738664
80,0.055124,0.183617,1,-67.185986,83.516712
80,-0.147857,0.169849,1,-39.660139,11.992354
80,-0.161289,0.148339,1,20.151789,18.119381
80,-0.140181,0.175681,1,-70.487544,36.995686
80,-0.142093,0.245175,2,84.533897,4.419392
80,-0.143653,0.229396,1,73.262263,15.309773
81,-0.154272,0.099955,1,-37.309993,22.023905
81,-0.025587,-0.452307,1,47.024189,12.573135
81,-0.046726,-0.46545,2,20.664355,4.389406
81,-0.129636,-0.277756,2,-62.078985,3.453161
81,-0.111141,-0.410803,2,-33.632702,1.524093
81,0.121773,-0.312089,2,-78.066036,8.487204
81,0.121069,-0.361181,2,-88.792092,12.596998
81,0.122249,-0.341142,2,86.819122,1.488894
81,0.100236,-0.365061,2,-65.463854,5.9608
81,0.061835,-0.315898,1,-68.803879,43.647864
81,0.082453,-0.238669,4,-70.700294,4.611199
81,-0.153799,0.154273,1,-48.674503,11.785117
81,0.07587,0.143495,1,-21.068385,78.197361
81,0.002641,0.234028,2,54.594184,3.434805
81,-0.003157,0.200414,3,37.461422,31.351971
81,0.0236,0.208352,1,42.039705,12.814922
81,0.127947,0.262051,2,-52.069554,1.108419
81,0.029028,0.280679,2,-59.380691,2.740863
81,0.047556,0.297548,2,22.388461,9.715618
81,0.066121,0.302864,2,-36.641686,1.896292
81,0.028182,0.295319,2,75.436543,1.569573
81,0.080066,0.303882,2,-25.474509,2.21064
81,-0.06904,0.202701,1,-84.032696,15.787049
81,0.099381,0.294947,2,21.250343,4.419148
81,0.127217,0.335926,4,-78.2154,98.688671
81,0.115253,0.319108,1,58.908346,27.199514
81,-0.054642,0.316804,2,-39.708836,2.929621
81,-0.080435,0.320801,1,-40.137405,13.471781
81,0.080919,0.367459,3,-3.953329,33.8021
81,0.067701,0.442558,1,-77.512805,27.620243
81,0.098267,0.344189,2,-46.598836,5.407651
81,-0.145043,-0.046012,2,-36.194289,1.748217
81,-0.147528,0.013765,2,37.200958,4.757827
81,-0.137405,-0.00162,2,18.984742,4.594555
81,-0.148938,-0.027301,1,-57.718109,8.187613
81,-0.128383,-0.002083,2,87.698499,5.361175
81,-0.141457,0.014485,2,59.030873,2.174711
82,0.030626,0.436841,2,5.52033,19.768528
82,0.04541,0.071605,2,47.028175,4.733676
82,0.079752,0.028,1,-69.357394,8.15418
82,0.075182,0.02997,6,60.017536,3.855319
82,0.018598,-0.038617,1,-66.665721,7.011579
82,0.065885,-0.218845,2,-3.95693,2.377119
82,0.070281,-0.21876,1,80.819843,10.553704
82,0.054178,-0.37523,2,79.08129,3.396855
82,0.066327,-0.384684,2,-12.926695,12.246352
82,0.039032,-0.384259,2,-38.266626,3.59968
82,-0.084606,-0.383209,1,-52.646447,85.104656
82,0.012948,0.339672,2,1.455417,21.93672
82,-0.028907,-0.397307,2,-16.501843,4.658751
82,0.090809,0.338216,6,1.840377,458.24398
82,0.122366,0.281628,4,79.146138,7.207854
82,-0.165645,0.248053,2,-86.056414,3.377537
82,0.054616,0.140749,2,-57.854209,4.216322
82,0.006015,0.125202,2,-74.216884,9.211389
82,-0.084446,0.162836,2,-41.141726,5.963123
82,0.020279,0.080872,2,3.460023,8.670179
83,0.096163,-0.329525,4,-13.849286,13.854993
83,-0.004019,-0.444435,2,89.602611,2.747072
83,-0.052119,-0.407559,4,-87.476405,16.881602
83,-0.125313,-0.413449,2,46.376089,4.602586
83,0.036211,-0.478139,2,-37.714637,1.808893
83,0.068232,-0.462138,2,-65.471062,6.013471
83,-0.034365,-0.460384,2,-74.470544,21.697876
83,-0.052056,-0.40796,4,87.47913,35.191317
83,-0.13019,-0.355609,2,86.970037,3.890435
83,-0.074183,-0.312935,4,79.127046,8.840534
83,-0.059121,-0.32195,4,26.161482,4.300201
83,0.013125,0.145046,4,78.322696,1.51021
83,-0.090019,-0.244952,2,-60.070264,3.86376
83,-0.129939,-0.355984,2,88.378971,4.314552
84,0.065085,-0.384948,2,-64.702271,6.513859
84,-0.144008,-0.102955,2,23.276937,4.856553
84,-0.131158,-0.153977,2,-80.359336,5.630539
84,-0.148629,-0.223197,2,-48.456475,4.630411
84,0.038889,0.133252,1,42.719021,20.405997
84,0.044281,0.137556,1,37.525003,16.52455
84,-0.007711,0.073888,1,20.151296,14.1885
84,-0.019853,0.071476,2,-6.337812,5.054887
84,-0.033327,0.064973,1,30.962845,17.860962
84,0.060673,-0.21775,2,64.918871,2.139339
84,0.100405,-0.132096,1,-7.080672,35.292785
84,0.051332,-0.378474,1,63.138625,13.675253
84,-0.053443,0.414876,2,47.125522,3.098282
84,0.103763,-0.297017,2,31.339732,5.027041
84,-0.026295,0.000801,1,-84.478668,12.876928
84,0.081491,-0.304192,5,85.730662,2.693209
84,0.096338,-0.2929,2,-33.143321,11.703288
84,-0.099235,-0.389189,2,-33.955688,2.010456
84,-0.087351,0.223627,2,50.768833,4.098362
84,-0.018263,-0.002965,2,-39.879058,2.280095
84,-0.019531,-0.008598,2,84.496238,1.214654
84,-0.005532,0.007515,2,-45.966467,14.895618
85,0.066728,0.389511,1,81.251824,35.502706
85,-0.110173,-0.193725,2,-33.006395,3.144907
85,0.110109,0.078072,2,-52.329819,2.075239
85,0.123024,0.202109,2,-25.676468,9.239544
85,-0.05109,-0.023221,2,-72.478937,4.551267
85,-0.084257,-0.201639,2,-33.391204,12.275103
85,0.12206,-0.340102,2,-52.652154,5.074236
85,0.110963,-0.336937,1,-16.170098,7.271994
85,-0.101297,-0.33341,2,-63.372657,2.586458
85,-0.058203,-0.352874,2,10.349417,2.782146
85,0.075133,0.368622,1,-50.435445,21.798355
85,0.030907,0.367419,2,-38.946494,3.494804
85,0.020688,0.395687,2,13.350603,8.511145
85,-0.025797,0.112603,1,-68.725237,9.567566
85,-0.100448,-0.131411,2,-35.858836,6.735483
85,-0.120984,-0.18891,2,-48.471177,6.762881
85,-0.095255,-0.274949,2,-2.061182,13.931558
85,-0.134066,-0.142138,1,85.729056,291.596817
86,0.054224,-0.244746,2,-85.684828,6.223566
86,0.059712,-0.372131,2,24.691944,7.067489
86,0.083891,-0.369824,2,-27.479618,10.570497
86,0.073443,-0.362112,1,-70.941759,17.261798
86,0.061214,-0.408943,2,43.614621,4.167288
86,0.036323,-0.395351,2,-64.65637,3.408857
86,0.069668,-0.433641,1,67.721399,14.215294
86,0.055842,-0.427141,1,-35.909855,20.796906
86,0.039947,-0.423544,2,49.41842,3.459312
86,0.032201,-0.447909,2,81.552775,2.207753
86,0.009402,-0.467248,2,58.975817,10.998904
86,0.027017,-0.239794,2,-16.717855,1.911565
86,-0.094518,-0.309773,2,-50.972129,3.33377
86,-0.107015,-0.249551,2,21.964168,1.47174
86,-0.106455,-0.168884,2,27.115161,4.814203
86,-0.126097,-0.162657,2,-0.089038,2.726509
86,-0.128452,-0.171571,2,-54.796194,3.062697
86,-0.102962,-0.12029,2,34.675847,6.069061
86,-0.115964,-0.128509,1,61.248948,17.546813
86,-0.135715,-0.084991,1,24.908004,10.531529
86,-0.121772,-0.07962,1,70.57673,10.092465
86,-0.121501,-0.039435,1,-5.917158,41.388787
86,0.026674,-0.284042,2,-87.515294,1.885131
86,-0.143239,-0.026564,2,-28.298405,10.400509
86,-0.095972,-0.032085,2,38.355766,1.602626
86,-0.166504,0.092375,1,43.200245,13.067013
86,-0.125949,0.103975,2,-31.372767,1.330946
86,-0.138881,0.135851,2,30.417897,2.409948
86,-0.129226,0.181439,1,-41.255046,19.381131
86,-0.109633,0.208044,1,-48.239817,22.770216
86,-0.122304,0.213113,1,87.175455,23.75091
86,-0.150587,0.26697,2,49.111969,5.473411
86,-0.078672,0.439861,2,78.422129,3.68859
86,0.030949,-0.28914,2,57.580041,4.607104
86,-0.091754,0.435336,2,-69.063851,5.323841
86,0.041948,-0.288282,2,-27.968965,2.905057
86,0.018609,0.0117,2,-8.891798,16.350119
86,0.031388,-0.003891,3,-32.383413,385.648059
86,0.047422,0.035289,2,-44.122828,5.816648
86,0.030543,0.118597,2,83.320371,2.162281
86,-0.031483,0.300569,2,-24.91837,2.43385
86,-0.070157,0.104149,1,19.567191,55.946437
86,0.062577,-0.291426,2,-40.599285,7.013944
86,0.05621,-0.327485,2,-50.315474,7.039977
86,0.035992,-0.365689,2,-50.869545,3.085203
86,0.04721,-0.362297,2,-48.647838,11.073478
87,0.120289,0.309407,2,60.023082,6.031502
87,-0.047797,-0.456677,2,28.706839,3.327065
87,0.013361,-0.419333,2,-17.102239,1.795543
87,0.040829,-0.445346,1,62.629102,12.891509
87,0.040179,-0.291476,2,-74.784317,3.165628
87,0.04936,-0.282818,2,-54.425945,1.394305
87,0.077119,-0.217787,4,-34.644422,13.700419
87,0.103817,-0.284133,4,85.432946,2.703332
87,0.057078,0.286714,6,39.780986,52.470262
87,-0.124512,0.137549,2,7.056779,1.773904
87,-0.129233,0.011697,1,-39.235149,12.795803
87,0.051406,0.392173,6,49.344256,39.01487
87,0.0027,0.386684,6,7.239302,18.594159
87,-0.070784,0.330034,2,-13.441349,2.911918
87,0.072036,0.253055,6,19.107911,107.584812
87,0.025409,0.191808,1,36.886044,28.581394
87,0.053135,0.185548,2,-44.420983,3.363431
87,-0.05383,0.197359,6,50.654295,59.523782
87,-0.175994,0.139295,2,-49.150094,1.104798
88,0.031261,0.238628,1,-59.38085,17.259786
88,-0.094584,0.162009,1,-49.601357,6.911195
88,-0.098463,0.156802,1,-61.692536,4.491241
88,-0.101819,0.152289,1,-38.249231,3.839309
88,-0.105627,0.148038,1,-54.388177,10.462538
88,-0.10945,0.143259,1,-50.999941,11.506646
88,-0.113129,0.139119,1,-46.885169,5.93237
88,-0.116349,0.13475,3,-47.674319,87.572175
88,0.017484,-0.271803,2,-67.268652,3.411156
88,0.036552,-0.304393,3,-68.715364,53.738898
88,0.040644,-0.30786,1,15.858332,5.097943
88,0.022888,-0.344608,2,-86.817757,2.090073
88,0.024125,-0.36673,2,4.16116,5.35528
88,0.012378,-0.374685,1,-4.481991,22.225148
88,0.035954,-0.287804,2,-66.111203,6.33843
88,0.043234,-0.295008,2,-89.017449,4.069287
88,0.038197,-0.327691,2,79.350981,2.910772
88,-0.005887,-0.255184,1,67.915135,11.148143
88,-0.014468,-0.240803,2,-57.991348,3.460931
88,-0.067674,0.308878,2,-30.924513,3.84126
88,-0.07074,0.304737,2,-42.707319,2.482963
88,-0.074629,0.300158,2,-38.017334,2.800244
88,0.011123,-0.36306,6,-8.710057,21.91297
88,-0.078129,0.295805,1,-41.537925,3.013307
88,-0.081886,0.291054,1,-44.944282,4.114073
