shoe,x,y,type,orientation,grade
7,-0.165691,0.265489,2,78.292599,3.950855
7,-0.007498,0.257634,6,5.732437,36.589458
7,0.072245,0.26696,4,64.205442,2.660096
8,-0.0643,-0.356141,1,89.732022,28.390149
9,-0.003222,0.115922,2,-12.376856,6.914489
9,-0.115838,-0.070247,3,42.4677,51.030748
10,0.002079,0.368852,2,-86.377755,8.84117
10,0.134614,0.121894,4,45.487373,3.365311
10,0.047772,0.164434,2,40.658759,5.31162
10,-0.084889,0.13269,2,-59.968928,7.559013
10,0.070285,0.076673,2,67.461016,3.505894
10,0.088299,-0.25633,2,-89.39251,1.892443
10,0.109352,-0.180356,2,53.883981,4.598205
10,0.008059,-0.242524,1,77.282417,78.199049
10,0.031463,-0.256151,2,40.78279,2.137713
10,-0.041206,-0.236732,2,-60.408679,2.876041
10,-0.109649,-0.169342,2,60.356285,11.090148
10,0.032275,0.301529,2,-13.517337,14.558202
10,0.003354,0.287684,2,25.820948,1.796507
10,0.10411,0.242764,2,15.913524,2.114301
10,0.094641,0.226491,2,66.90571,2.140528
10,0.106563,0.210168,1,-59.015524,15.184191
10,0.156014,0.196333,1,-68.048241,14.851303
11,0.044102,0.280891,6,-3.430925,68.932617
11,-0.105367,-0.048938,2,16.733692,11.390711
11,-0.156332,-0.000824,2,-19.828388,3.93978
11,-0.154067,0.061789,2,-59.947688,8.078933
11,0.125792,0.273892,1,77.680807,12.194484
11,-0.084515,0.09492,3,-49.526452,94.975134
11,-0.000257,0.048784,2,-43.431565,2.023704
11,0.009359,0.057006,2,43.013959,7.412924
11,0.030606,0.183896,1,-73.983591,26.762474
11,0.041381,0.228328,2,62.098713,9.800154
11,-0.173574,0.137888,2,63.657243,3.055712
11,-0.031316,-0.083802,2,-59.723157,5.424291
11,-0.135879,-0.036037,2,66.720494,4.396419
11,0.010939,0.391795,2,-80.190436,1.320559
11,-0.13434,0.017875,2,62.553841,8.387273
11,0.00601,-0.355469,2,26.749362,4.051966
11,-0.158828,0.025845,6,-26.451972,39.791243
11,-0.014322,0.138545,6,-85.835459,224.966856
11,0.000609,0.223413,2,-26.098375,21.820668
11,-0.157862,0.148214,2,-30.013819,3.178193
11,0.014103,-0.151961,2,34.798023,2.370592
11,-0.121803,0.112796,1,-34.819157,147.866043
12,-0.105135,0.369092,2,78.214674,7.160995
12,0.023259,0.341833,1,70.519626,116.774137
12,-0.187543,0.263504,2,-84.652339,1.418635
12,-0.0431,0.270151,1,-89.020462,58.888082
12,0.070543,0.170804,2,-25.515302,1.576659
12,-0.181812,0.109097,1,48.956213,50.688201
12,-0.116427,-0.195335,2,53.365166,3.503171
12,0.050111,-0.231235,5,14.856295,1.443056
12,0.076154,-0.21421,5,55.730868,1.665353
13,-0.031539,0.250562,2,-12.580452,1.844099
13,-0.042011,0.197721,1,-36.862477,18.501969
14,-0.078905,-0.23475,1,-52.639816,8.642916
14,0.015253,0.266762,2,54.031487,4.558061
14,0.033222,0.132618,2,8.771347,1.802929
14,0.041048,0.175276,1,15.257253,38.058836
14,0.003291,0.145912,2,-87.949834,2.870643
14,-0.056685,0.421409,2,-60.7207,1.207401
14,-0.168411,0.208716,2,68.910221,1.524799
14,-0.112804,0.130742,1,-43.654928,14.647237
14,-0.133709,0.151716,6,23.290203,22.469304
14,-0.184332,0.137356,6,9.5091,23.54973
14,-0.08479,0.165854,2,-89.08468,6.391043
14,-0.061265,-0.298214,1,-54.792183,15.878832
14,-0.106213,0.054903,2,26.729311,10.199688
14,-0.115636,0.040328,1,57.442343,64.043372
14,-0.086647,-0.008203,1,77.860942,42.759485
14,-0.134971,-0.029708,2,-4.810184,2.994351
14,0.069218,-0.376173,2,80.027409,3.735701
14,0.117896,-0.326253,1,61.413395,10.101392
14,0.084151,0.14493,2,-59.778142,6.04061
14,0.119541,0.242534,2,-79.471888,1.444553
14,0.134215,0.195084,2,52.71586,1.941398
15,0.032554,-0.493842,2,81.697532,3.029405
15,0.041794,-0.414495,6,-8.251403,153.025368
15,0.065831,-0.422979,6,-67.846523,72.080738
15,0.098327,-0.415578,6,-6.292191,31.403802
15,0.119506,-0.326514,1,-82.188286,13.787161
15,0.121795,-0.281082,1,-83.640818,12.625264
15,0.07273,-0.328293,2,3.060726,1.807206
15,-0.154171,0.068508,6,63.196676,22.365644
15,-0.145217,0.02861,1,76.702766,17.222779
15,-0.148312,0.102612,2,-69.036066,2.909308
15,-0.181415,0.139447,2,-32.419676,14.02433
15,-0.166728,0.302162,2,0.335971,8.726185
15,-0.127709,0.216744,6,-28.951039,57.591833
15,-0.060494,0.273838,1,-33.153218,13.44439
15,-0.066625,0.260722,1,-59.93036,48.882671
15,-0.065645,0.247853,2,-26.059341,1.087849
15,-0.085172,0.146935,6,-83.534047,53.681597
15,-0.117311,-0.425376,2,65.517405,1.970914
15,-0.07007,0.054637,6,-88.262367,64.620312
15,-0.004881,0.140624,2,-53.9777,4.056001
15,0.020145,0.338108,2,-3.067782,5.43329
15,0.120829,0.340064,2,7.457686,3.891987
15,0.112967,0.391241,2,17.347367,4.667242
15,0.142926,0.28758,2,-39.945786,2.794194
15,0.133972,0.251252,2,11.85878,9.108765
15,0.086546,0.1193,1,-89.494561,62.452762
15,0.068494,0.168766,2,25.293707,1.440489
15,-0.103625,-0.271282,1,40.417992,83.631433
15,0.067001,-0.463603,2,13.346734,6.750309
15,0.024236,-0.458315,2,68.289415,5.752007
16,0.054195,-0.293692,1,18.14964,23.392109
16,-0.145834,0.047833,1,77.60993,15.126858
16,-0.149207,0.05646,1,41.730811,110.200184
16,-0.179317,0.173265,1,-47.220616,8.049331
16,0.016394,0.047582,1,-65.527358,16.371282
16,0.077654,-0.245201,4,40.402304,1.963119
16,0.094025,-0.182397,1,67.625935,47.743401
16,0.104746,0.370108,1,4.660376,78.746472
16,0.017064,0.458496,2,37.945352,2.812049
16,0.04391,0.473865,4,50.565382,2.338466
16,0.046663,0.467015,1,53.358242,10.759807
16,0.016796,0.356417,1,-26.72629,14.123832
16,-0.036441,0.179049,2,-65.673589,2.538383
17,-0.019133,0.076881,4,31.524286,4.938423
17,-0.1724,0.158773,2,19.424216,15.938105
17,-0.193935,0.129668,2,-7.005247,7.277492
17,-0.180569,0.118659,2,5.586931,6.130872
17,-0.133632,0.108672,4,-73.617786,1.619204
17,-0.102699,0.025606,2,24.681144,2.30988
17,-0.104495,0.015696,2,44.12645,1.171283
17,-0.106525,0.007279,2,11.483362,8.823252
17,-0.10517,-0.021516,6,-0.285044,92.070059
17,0.044998,0.015444,2,22.075056,4.421995
17,-0.020839,0.083961,4,28.06471,14.595578
17,-0.021962,0.09084,4,39.693273,18.200962
17,-0.02233,0.096875,4,24.439828,11.850801
17,-0.024008,0.103907,4,29.49821,3.280549
17,-0.026995,0.118347,4,32.802857,22.936402
17,-0.059177,0.266231,1,88.16962,18.793946
17,-0.17293,0.182085,2,28.327297,6.633807
17,-0.176945,0.171948,2,3.280099,2.573228
18,-0.085295,-0.222467,1,-78.22797,8.780949
18,0.058876,0.40575,2,-11.565977,10.243526
18,-0.075706,0.436391,2,-29.113497,5.882258
18,-0.087593,-0.35803,2,86.999149,3.146939
18,-0.025929,-0.421794,2,42.670085,1.635766
18,-0.053909,-0.395486,2,-55.123026,18.662016
18,-0.049642,-0.39423,2,-63.679331,2.378205
18,-0.037891,0.266353,2,87.880473,1.845572
19,-0.157056,0.114467,2,82.555301,2.613275
19,-0.101318,0.253628,2,53.984715,4.453652
19,-0.060287,-0.396135,1,-25.323903,43.549009
19,-0.059154,-0.41716,2,79.313637,5.701645
19,-0.180026,0.050543,2,-71.406393,3.563211
19,0.113049,0.252303,2,77.360994,2.777886
19,0.130234,0.266571,2,-39.218721,3.819232
19,-0.185801,0.12253,2,-61.661546,11.45086
19,0.102614,0.386074,2,-89.801136,1.633725
19,-0.088617,0.154729,2,20.95956,17.373771
19,-0.059137,0.192108,2,-12.614442,8.825377
19,-0.055704,0.193885,2,31.834886,6.994914
20,0.082968,-0.444349,2,-54.267138,17.437144
20,0.085352,-0.389522,2,31.226052,2.918576
20,0.033988,-0.454385,2,-38.028152,2.951033
20,-0.027695,-0.465743,2,36.898159,3.620552
20,-0.070696,-0.279295,1,-88.501346,15.93631
20,-0.126935,-0.038244,2,77.036765,12.89406
20,-0.136753,-0.014808,1,74.421584,17.660495
20,-0.158428,-0.007387,2,-28.603333,17.866871
20,0.034494,0.241945,4,-10.296509,115.183014
20,0.083213,0.239882,2,-74.636835,4.477166
20,0.099792,0.163101,2,-32.449883,6.181635
20,0.107552,-0.393462,2,-71.744158,22.902365
20,0.099498,0.158569,2,-75.425866,2.223534
20,0.104105,0.159059,2,6.407332,4.701645
20,0.100885,0.185563,2,16.815323,2.548697
20,0.139684,0.214364,3,58.935019,19.913475
20,0.114951,0.188958,2,33.368185,7.594847
20,0.107561,0.181651,2,-7.228373,36.159973
20,0.012192,0.290725,2,79.025832,2.43977
20,-0.133398,0.109203,2,-88.298779,4.823045
20,0.113171,-0.368888,2,-76.583506,19.708343
20,0.113997,-0.344927,2,-81.459936,10.598599
20,0.114364,-0.332706,2,-31.324344,4.505243
20,0.112118,-0.313528,2,-88.640414,11.426903
20,0.090173,-0.277562,2,-73.091339,2.162519
20,0.075132,-0.304172,6,40.207327,7.743863
20,0.02345,-0.4666,2,-39.468456,4.570264
21,0.033694,0.26067,3,0.893442,61.317687
21,-0.017638,0.171784,2,-5.54372,5.099038
21,0.046284,0.045127,2,-84.683698,7.09518
21,0.05535,-0.18331,2,-4.840057,6.162453
21,0.048612,-0.191536,2,-76.609641,9.837803
21,-0.0487,-0.208848,4,-47.425415,11.15313
22,-0.07024,-0.309055,1,28.50073,66.344891
22,-0.049764,-0.432594,1,-69.190284,124.935513
22,0.047429,-0.436627,1,-75.471557,201.409237
22,0.069395,-0.458377,1,62.519473,147.327319
22,0.036248,-0.41475,2,26.551124,7.287448
22,0.071978,-0.338098,2,-45.467924,5.065036
22,0.057997,-0.331375,2,-77.109651,10.095328
22,0.059705,-0.311736,2,-80.37193,19.361085
22,0.05292,-0.2927,2,-21.938208,14.733946
22,0.043483,-0.283585,2,12.747774,5.136029
22,0.012317,-0.237513,1,12.799862,8.33177
22,-0.083967,-0.296783,1,55.825422,83.955047
22,-0.099992,-0.042174,2,42.598227,3.696178
22,-0.141229,0.091628,2,6.675909,1.603399
22,-0.008938,0.148583,1,14.346277,52.94374
22,-0.021306,0.17503,1,19.480673,168.709683
22,0.026227,0.194998,2,49.016358,6.811178
22,0.027441,0.218774,1,38.818393,201.734752
22,-0.061596,0.202973,1,-71.904008,222.929053
22,-0.047336,0.244301,1,-70.507525,476.395095
22,-0.107581,-0.321117,2,-76.400386,1.35531
22,0.094317,0.278258,1,-59.798577,356.287684
22,0.080559,0.334089,1,41.878061,39.728768
22,0.062907,0.338295,1,80.075333,363.230699
22,0.062713,0.35236,2,77.219047,2.967237
22,0.063947,0.349211,2,66.299231,5.153566
22,0.049453,0.365456,2,-62.325415,6.633827
22,0.049408,0.37195,1,32.960763,32.018866
22,0.057359,0.388303,1,-61.700951,133.968691
22,0.069877,0.412568,1,-66.453991,277.929991
22,-0.118291,0.262969,1,33.789836,95.870789
22,-0.111575,-0.345835,2,-60.211131,1.340844
22,-0.105127,-0.373527,1,2.750174,16.933491
22,-0.103934,-0.392928,1,-31.128412,16.227893
22,-0.098024,-0.403163,1,-68.539118,101.438172
22,-0.04087,-0.333468,1,-54.450415,293.003126
22,-0.025957,-0.308417,1,-61.656036,88.215971
23,-0.142463,0.20211,1,-49.762986,48.866362
24,-0.088614,-0.001946,2,86.334827,5.666976
24,0.133382,0.221699,1,87.887977,12.014249
24,0.051634,0.108457,2,-56.408407,7.210213
24,0.036876,0.085467,2,-46.720107,3.795731
24,0.01446,0.124056,2,-25.772088,12.54582
24,-0.05952,0.147421,2,9.803993,6.234794
24,-0.013323,0.060857,2,-12.30624,3.663435
24,-0.031929,0.013008,2,-80.351183,11.668397
24,-0.168377,-0.030029,3,3.551716,13.788902
24,-0.033343,-0.283622,1,-87.543543,139.11127
24,-0.002545,-0.365677,2,-12.004957,1.336757
